"Unidade Gestora / Conta Corrente";"Conta 721110101 (A)";"Contas 82114 (B)";"Contas 82115 (C)";"Diferença = (A) - (B) - (C) "
"   1.8.69.188.1.000037";728459999,99;728459999,99;0;0
"   1.8.69.188.2.000000";1499369,06;0;0;1499369,06
"   1.8.69.188.2.000001";809929279,48;792465093,74;0;17464185,74
"   1.8.69.188.2.000002";8146169,74;8146168,78;0;0,96
"   1.8.69.188.2.000003";203654232,13;203654231,26;0;0,87
"   1.8.69.188.2.000004";49460,68;1548829,74;0;-1499369,06
"   1.8.69.188.2.000006";4336679869,72;4336679869,72;0;0
"   1.8.69.188.2.000007";43734645,2;43734645,2;0;0
"   1.8.98.085.0.000000";-176911598,22;4464009,6;695757,04;-182071364,86
"   1.8.98.100.0.000000";13823,55;0;0;13823,55
"   1.8.98.189.0.000000";2,68;0;0;2,68
"   1.8.99.218.0.000000";61104385,47;0;368,2;61104017,27
"   1.8.99.218.2.003623";8380687,47;0;0;8380687,47
"   1.8.99.223.0.000000";8324871831,66;6939522335,3;1364794349,07;20555147,29
"   1.8.99.223.2.170075";6975337,12;2787326,91;3878307,22;309702,99
"   1.8.99.223.2.240138";4540714,69;4183178,1;0;357536,59
"   1.9.99.192.0.000000";2538363910,11;54,32;2513807116,21;24556739,58
"   1.9.99.196.0.000000";1988141486,56;15887,99;1986703178,19;1422420,38
"   1.9.99.212.0.000000";5002071,83;0;323110,99;4678960,84
"   1.9.99.212.2.003397";1063,07;0;0;1063,07
"   1.9.99.212.2.003531";1263115,84;0;0;1263115,84
"   1.9.99.212.2.003673";801153,51;0;0;801153,51
"   1.9.99.212.2.004195";361741,65;0;0;361741,65
"   1.9.99.212.2.004328";3936538,49;0;0;3936538,49
"   1.9.99.212.2.006227";332435,77;0;0;332435,77
"   1.9.99.212.2.006500";22,05;0;0;22,05
"   1.9.99.212.2.006623";0;0;8360,86;-8360,86
"   1.9.99.212.2.006711";15573,32;0;0;15573,32
"   1.9.99.212.2.006830";7698,3;0;0;7698,3
"   1.9.99.212.2.006934";1557,5;0;0;1557,5
"   1.9.99.212.2.007281";1607,98;0;0;1607,98
"   1.9.99.212.2.007285";4997,95;0;0;4997,95
"   1.9.99.212.2.007308";5762,95;0;0;5762,95
"   1.9.99.212.2.007343";697,45;0;0;697,45
"   1.9.99.212.2.007348";120;0;120;0
"   1.9.99.212.2.007486";7855,84;0;0;7855,84
"   1.9.99.212.2.007755";1675,28;0;0;1675,28
"   1.9.99.212.2.007896";490161,02;0;0;490161,02
"   1.9.99.212.2.007958";10635,43;0;0;10635,43
"   1.9.99.212.2.008015";7472271,44;0;0;7472271,44
"   1.9.99.212.2.160015";8000;0;0;8000
"   1.9.99.212.2.160016";1999618,91;0;0;1999618,91
"   1.9.99.212.2.160177";1546,6;0;0;1546,6
"   1.9.99.212.2.170090";88,5;0;0;88,5
"   1.9.99.212.2.180026";3820,91;0;3820,91;0
"   1.9.99.212.2.210085";1996,07;0;0;1996,07
"   1.9.99.212.2.210086";2468,11;0;0;2468,11
"   1.9.99.212.2.210087";5500,83;0;0;5500,83
"   1.9.99.212.2.210158";15321,96;0;0;15321,96
"   1.9.99.224.0.000000";0;0;2213,32;-2213,32
"   1.9.99.224.1.000034";419232,4;0;0;419232,4
"   1.9.99.230.0.000000";2568969066,25;35754106,03;2309275095,55;223939864,67
"   1.9.99.230.1.000001";3166456,73;0;3099328,85;67127,88
"   1.9.99.230.1.000002";63358888,72;0;59337668,2;4021220,52
"   1.9.99.230.1.000003";1188067,99;0;938169,41;249898,58
"   1.9.99.230.1.000004";5116577,39;0;4920821,01;195756,38
"   1.9.99.230.1.000005";29570682,16;0;28497732,5;1072949,66
"   1.9.99.230.1.000006";9319996,59;0;8944391,15;375605,44
"   1.9.99.230.1.000007";4310736,3;0;4231366,19;79370,11
"   1.9.99.230.1.000008";9286183,56;0;8946085,17;340098,39
"   1.9.99.230.1.000009";1177343,79;0;1093056,04;84287,75
"   1.9.99.230.1.000010";357545,45;0;343306,65;14238,8
"   1.9.99.230.1.000011";96014221,23;2782946,36;93077799,5;153475,37
"   1.9.99.230.1.000014";2500701,5;0;1939327,63;561373,87
"   1.9.99.230.1.000016";1536261,05;0;1536261,05;0
"   1.9.99.230.1.000017";5397099,14;0;5397099,14;0
"   1.9.99.230.1.000019";2306373,32;0;2306373,32;0
"   1.9.99.230.1.000020";23399183,66;464024,9;22836236,76;98922
"   1.9.99.230.1.000021";250989358,66;2046709,74;236790991,2;12151657,72
"   1.9.99.230.1.000022";399442608,81;16686770,75;382032144,88;723693,18
"   1.9.99.230.1.000031";2210291,42;0;2209858,66;432,76
"   1.9.99.230.1.000033";1525592,51;1522969,15;0;2623,36
"   1.9.99.230.1.000035";2942659,69;0;2942082,7;576,99
"   1.9.99.230.1.000036";350528,05;0;335734,9;14793,15
"   1.9.99.230.1.000040";373190,41;0;373116,68;73,73
"   1.9.99.230.1.000041";1005218,72;0;1005021,97;196,75
"   1.9.99.230.1.000042";2679457,31;0;1898391,31;781066
"   1.9.99.230.1.000043";1405299,12;0;1388498,82;16800,3
"   1.9.99.230.1.000052";2585862,63;0;2585862,63;0
"   1.9.99.230.1.196100";3767,07;0;0;3767,07
"   1.9.99.230.2.004867";49990,92;0;0;49990,92
"   1.9.99.230.2.004966";1289,77;0;0;1289,77
"   1.9.99.230.2.005693";116299,76;0;0;116299,76
"   1.9.99.230.2.005699";580728,28;0;0;580728,28
"   1.9.99.230.2.006324";583426,47;0;0;583426,47
"   1.9.99.230.2.006860";139454,4;0;0;139454,4
"   1.9.99.230.2.007039";59273,02;0;59273,02;0
"   1.9.99.230.2.007381";74226,08;0;0;74226,08
"   1.9.99.230.2.007392";150000;0;150000;0
"   1.9.99.230.2.007424";140624,5;0;140624;0,5
"   1.9.99.230.2.007425";59001;0;59001;0
"   1.9.99.230.2.007776";1170720;0;1170720;0
"   1.9.99.230.2.160122";26600;0;26600;0
"   1.9.99.230.2.160210";282382,5;0;282382,5;0
"   1.9.99.230.2.160225";138492,61;0;138492,61;0
"   1.9.99.230.2.180009";153988,37;0;153988,37;0
"   1.9.99.232.0.000000";3833936223,38;4346593,8;3784728484,47;44861145,11
"   1.9.99.232.1.000002";1560614008,94;34557853,19;1520095600,64;5960555,11
"   1.9.99.232.1.000003";838744341,88;47925374,96;790471252,47;347714,45
"   1.9.99.232.1.000016";79681,78;0;0;79681,78
"   1.9.99.232.1.000017";4968907,35;0;512256,09;4456651,26
"   1.9.99.233.0.000000";3645362,08;0;48052,5;3597309,58
"   1.9.99.233.0.000100";9282458,33;0;0;9282458,33
"   1.9.99.233.1.000100";248900;0;0;248900
"   2.5.00.100.0.000000";-1063,8;6612588,11;0;-6613651,91
"   2.5.00.100.2.007855";879,68;0;0;879,68
"   2.5.00.107.0.000000";3,45;0;0;3,45
"   2.5.01.101.0.000000";393224125,06;393224124,46;0;0,6
"   2.5.01.106.0.000000";4128105115,74;2590816438,38;0;1537288677,36
"   2.5.01.120.0.000000";0;100;0;-100
"   2.5.01.120.1.018010";0;9166133,09;0;-9166133,09
"   2.5.01.120.1.026110";184409223,56;1908580;0;182500643,56
"   2.5.01.120.1.180100";0;534057,97;0;-534057,97
"   2.5.01.120.1.261100";0;88417705,1;0;-88417705,1
"   2.5.01.145.0.000000";3564336188,99;2153542937,34;0;1410793251,65
"   2.5.01.145.1.007526";444420,52;1366930418,06;290119,17;-1366776116,71
"   2.5.01.145.1.047928";0;2829158,29;0;-2829158,29
"   2.5.01.145.2.210021";0;3166377,97;0;-3166377,97
"   2.5.01.145.2.210041";0;4718590,23;0;-4718590,23
"   2.5.01.145.2.210045";0;8565168,16;0;-8565168,16
"   2.5.01.145.2.210046";0;3920355,2;0;-3920355,2
"   2.5.01.145.2.210052";0;2146785,78;0;-2146785,78
"   2.5.01.145.2.210055";0;2225972,28;0;-2225972,28
"   2.5.01.145.2.210056";0;135760,86;0;-135760,86
"   2.5.01.145.2.210063";0;66308,7;0;-66308,7
"   2.5.01.145.2.210064";0;159270,81;0;-159270,81
"   2.5.01.145.2.210065";0;97117,98;0;-97117,98
"   2.5.01.145.2.210066";0;131393,39;0;-131393,39
"   2.5.01.145.2.210067";0;86024,32;0;-86024,32
"   2.5.01.145.2.210068";0;123803,12;0;-123803,12
"   2.5.01.145.2.210069";0;98000;0;-98000
"   2.5.01.145.2.210071";0;3024097,11;0;-3024097,11
"   2.5.01.145.2.210072";0;917185,41;0;-917185,41
"   2.5.01.145.2.210074";0;13619395,4;0;-13619395,4
"   2.5.01.145.2.210097";0;198541,56;0;-198541,56
"   2.5.01.145.2.210098";0;162646,88;0;-162646,88
"   2.5.01.145.2.210099";0;282600,99;0;-282600,99
"   2.5.01.145.2.210114";0;511569,27;0;-511569,27
"   2.5.01.145.2.210116";0;142702,98;0;-142702,98
"   2.5.01.145.2.210119";0;530036,17;0;-530036,17
"   2.5.01.145.2.210121";0;333841,23;0;-333841,23
"   2.5.01.145.2.210122";0;114426,78;0;-114426,78
"   2.5.01.145.2.210123";0;38816,19;0;-38816,19
"   2.5.01.145.2.210124";0;1105055,52;0;-1105055,52
"   2.5.01.145.2.210125";0;41174,42;0;-41174,42
"   2.5.01.145.2.210126";0;69837,51;0;-69837,51
"   2.5.01.145.2.210128";0;7070925,72;0;-7070925,72
"   2.5.01.145.2.210170";0;1300059,87;0;-1300059,87
"   2.5.01.145.2.220015";0;2800719;0;-2800719
"   2.5.01.145.2.230020";0;900000;0;-900000
"   2.5.01.230.0.000000";158381094,67;109156973,23;48917586,23;306535,21
"   2.5.01.230.1.000006";365,05;365,05;0;0
"   2.5.01.230.1.000008";0,43;0,43;0;0
"   2.5.01.230.1.000014";533119,1;533119,1;0;0
"   2.5.01.230.1.000021";7284337,24;7280290,15;0,24;4046,85
"   2.5.01.230.1.000022";35333596,74;34520158,77;813437,14;0,83
"   2.5.01.230.1.000036";368618,59;368618,59;0;0
"   2.5.01.230.1.000043";9141669,6;9141669,6;0;0
"   2.5.02.129.0.000000";401378994,07;202453937,71;0;198925056,36
"   2.6.60.224.1.000028";928,9;0;928,9;0
"   2.7.49.224.1.000015";67926,93;60503,73;0;7423,2
"   2.7.52.230.0.000000";13717362,22;13710130,64;6510,38;721,2
"   2.7.53.232.0.000000";1211097,71;0;1211097,71;0
"   2.7.53.232.1.000002";67685497,53;67572769,6;0;112727,93
"   2.7.53.232.1.000003";2418165,05;2417796,94;0;368,11
"   2.7.56.233.0.000000";361727;0;361727;0
"   2.7.59.103.0.000000";107341892,06;106118547,54;0;1223344,52
"   2.7.59.103.1.047928";23645448,75;23645448,75;0;0
"   2.7.59.152.0.000000";12447,52;12447,52;0;0
"   2.7.59.152.2.007289";5742,67;0;5742,67;0
"   2.8.62.081.0.000000";447679,07;29832,95;163949,65;253896,47
"   2.8.69.188.0.000000";331998,15;484166,73;0;-152168,58
"   2.8.98.085.0.000000";-362415,04;0;-510369,55;147954,51
"   2.8.99.223.0.000000";56003515,94;55987988,94;15527;0
